datetime,registered_count,direct_count,total_count,hour,day_of_month,month,year,day_of_week,is_weekend,date,conditions,temperature_c,perceived_temperature_c,humidity,windspeed_kmh,is_holiday
2011-12-04 23:00:00,42,3,45,23,4,12,2011,6,True,2011-12-04,clear,8.0,7.0,87.0,7.0,False
2011-12-05 00:00:00,21,3,24,0,5,12,2011,0,False,2011-12-05,clear,7.0,6.0,87.0,6.0,False
2011-12-05 01:00:00,10,2,12,1,5,12,2011,0,False,2011-12-05,clear,7.0,7.0,87.0,0.0,False
2011-12-05 02:00:00,8,0,8,2,5,12,2011,0,False,2011-12-05,clear,7.0,7.0,87.0,0.0,False
2011-12-05 03:00:00,2,0,2,3,5,12,2011,0,False,2011-12-05,clear,7.0,7.0,87.0,0.0,False
2011-12-05 04:00:00,7,0,7,4,5,12,2011,0,False,2011-12-05,clear,6.1,5.0,87.0,7.0,False
2011-12-05 05:00:00,24,1,25,5,5,12,2011,0,False,2011-12-05,clear,6.1,5.0,87.0,7.0,False
2011-12-05 06:00:00,89,1,90,6,5,12,2011,0,False,2011-12-05,clear,6.1,5.0,93.0,6.0,False
2011-12-05 07:00:00,274,9,283,7,5,12,2011,0,False,2011-12-05,clear,7.0,7.0,90.0,0.0,False
2011-12-05 08:00:00,392,12,404,8,5,12,2011,0,False,2011-12-05,clear,7.0,7.0,93.0,0.0,False
2011-12-05 09:00:00,178,12,190,9,5,12,2011,0,False,2011-12-05,clouds,8.9,8.0,87.0,6.0,False
2011-12-05 10:00:00,78,9,87,10,5,12,2011,0,False,2011-12-05,clouds,8.9,8.0,87.0,6.0,False
2011-12-05 11:00:00,106,17,123,11,5,12,2011,0,False,2011-12-05,clouds,8.9,8.0,87.0,6.0,False
2011-12-05 12:00:00,125,29,154,12,5,12,2011,0,False,2011-12-05,clouds,10.8,11.0,76.0,7.0,False
2011-12-05 13:00:00,153,18,171,13,5,12,2011,0,False,2011-12-05,clouds,11.7,12.0,71.0,6.0,False
2011-12-05 14:00:00,126,7,133,14,5,12,2011,0,False,2011-12-05,clouds,13.6,14.0,67.0,0.0,False
2011-12-05 15:00:00,132,16,148,15,5,12,2011,0,False,2011-12-05,clouds,13.6,14.0,72.0,6.0,False
2011-12-05 16:00:00,238,10,248,16,5,12,2011,0,False,2011-12-05,clear,15.5,16.0,63.0,6.0,False
2011-12-05 17:00:00,430,16,446,17,5,12,2011,0,False,2011-12-05,clear,11.7,12.0,77.0,0.0,False
2011-12-05 18:00:00,386,13,399,18,5,12,2011,0,False,2011-12-05,clear,12.7,13.0,77.0,0.0,False
2011-12-05 19:00:00,295,13,308,19,5,12,2011,0,False,2011-12-05,clouds,13.6,14.0,77.0,0.0,False
2011-12-05 20:00:00,190,15,205,20,5,12,2011,0,False,2011-12-05,clouds,13.6,14.0,82.0,7.0,False
2011-12-05 21:00:00,166,10,176,21,5,12,2011,0,False,2011-12-05,clouds,12.7,13.0,88.0,6.0,False
2011-12-05 22:00:00,94,12,106,22,5,12,2011,0,False,2011-12-05,clouds,12.7,13.0,88.0,9.0,False
2011-12-05 23:00:00,54,8,62,23,5,12,2011,0,False,2011-12-05,clouds,13.6,14.0,88.0,9.0,False
2011-12-06 00:00:00,25,3,28,0,6,12,2011,1,False,2011-12-06,clouds,15.5,16.0,77.0,20.0,False
2011-12-06 01:00:00,14,2,16,1,6,12,2011,1,False,2011-12-06,clouds,13.6,14.0,88.0,20.0,False
2011-12-06 02:00:00,3,0,3,2,6,12,2011,1,False,2011-12-06,clouds,13.6,14.0,87.0,13.0,False
2011-12-06 03:00:00,3,0,3,3,6,12,2011,1,False,2011-12-06,clouds,13.6,14.0,87.0,13.0,False
2011-12-06 04:00:00,7,0,7,4,6,12,2011,1,False,2011-12-06,light_rain,13.6,14.0,88.0,15.0,False
2011-12-06 05:00:00,20,0,20,5,6,12,2011,1,False,2011-12-06,light_rain,13.6,14.0,88.0,15.0,False
2011-12-06 06:00:00,81,5,86,6,6,12,2011,1,False,2011-12-06,clouds,12.7,13.0,94.0,19.0,False
2011-12-06 07:00:00,227,7,234,7,6,12,2011,1,False,2011-12-06,clouds,13.6,14.0,94.0,13.0,False
2011-12-06 08:00:00,401,13,414,8,6,12,2011,1,False,2011-12-06,clouds,13.6,14.0,94.0,13.0,False
2011-12-06 09:00:00,200,4,204,9,6,12,2011,1,False,2011-12-06,clouds,13.6,14.0,94.0,15.0,False
2011-12-06 10:00:00,44,6,50,10,6,12,2011,1,False,2011-12-06,light_rain,13.6,14.0,94.0,19.0,False
2011-12-06 11:00:00,28,4,32,11,6,12,2011,1,False,2011-12-06,light_rain,13.6,14.0,94.0,17.0,False
2011-12-06 12:00:00,50,5,55,12,6,12,2011,1,False,2011-12-06,light_rain,13.6,14.0,100.0,15.0,False
2011-12-06 13:00:00,65,6,71,13,6,12,2011,1,False,2011-12-06,light_rain,13.6,14.0,100.0,13.0,False
2011-12-06 14:00:00,69,6,75,14,6,12,2011,1,False,2011-12-06,light_rain,14.6,15.0,100.0,15.0,False
2011-12-06 15:00:00,43,2,45,15,6,12,2011,1,False,2011-12-06,light_rain,15.5,16.0,100.0,13.0,False
2011-12-06 16:00:00,84,4,88,16,6,12,2011,1,False,2011-12-06,light_rain,13.6,14.0,100.0,17.0,False
2011-12-06 17:00:00,249,13,262,17,6,12,2011,1,False,2011-12-06,clouds,13.6,14.0,100.0,15.0,False
2011-12-06 18:00:00,287,17,304,18,6,12,2011,1,False,2011-12-06,clouds,13.6,14.0,100.0,19.0,False
2011-12-06 19:00:00,223,10,233,19,6,12,2011,1,False,2011-12-06,light_rain,13.6,14.0,100.0,20.0,False
2011-12-06 20:00:00,107,3,110,20,6,12,2011,1,False,2011-12-06,light_rain,13.6,14.0,100.0,20.0,False
2011-12-06 21:00:00,108,6,114,21,6,12,2011,1,False,2011-12-06,clouds,12.7,13.0,100.0,13.0,False
2011-12-06 22:00:00,82,5,87,22,6,12,2011,1,False,2011-12-06,light_rain,13.6,14.0,100.0,11.0,False
2011-12-06 23:00:00,48,5,53,23,6,12,2011,1,False,2011-12-06,light_rain,13.6,14.0,100.0,11.0,False
2011-12-07 00:00:00,30,3,33,0,7,12,2011,2,False,2011-12-07,clear,12.7,13.0,100.0,13.0,False
2011-12-07 01:00:00,9,4,13,1,7,12,2011,2,False,2011-12-07,clouds,13.6,14.0,100.0,17.0,False
2011-12-07 02:00:00,4,2,6,2,7,12,2011,2,False,2011-12-07,light_rain,13.6,14.0,100.0,15.0,False
2011-12-07 03:00:00,3,0,3,3,7,12,2011,2,False,2011-12-07,light_rain,13.6,14.0,100.0,15.0,False
2011-12-07 04:00:00,1,0,1,4,7,12,2011,2,False,2011-12-07,light_rain,13.6,14.0,100.0,11.0,False
2011-12-07 05:00:00,3,0,3,5,7,12,2011,2,False,2011-12-07,light_rain,13.6,14.0,100.0,11.0,False
2011-12-07 06:00:00,18,0,18,6,7,12,2011,2,False,2011-12-07,light_rain,14.6,15.0,100.0,28.0,False
2011-12-07 07:00:00,43,3,46,7,7,12,2011,2,False,2011-12-07,light_rain,12.7,13.0,100.0,7.0,False
2011-12-07 08:00:00,80,6,86,8,7,12,2011,2,False,2011-12-07,light_rain,12.7,13.0,100.0,0.0,False
2011-12-07 09:00:00,64,0,64,9,7,12,2011,2,False,2011-12-07,light_rain,12.7,13.0,100.0,17.0,False
2011-12-07 10:00:00,32,1,33,10,7,12,2011,2,False,2011-12-07,light_rain,12.7,13.0,100.0,6.0,False
2011-12-07 11:00:00,47,3,50,11,7,12,2011,2,False,2011-12-07,light_rain,12.7,13.0,100.0,6.0,False
2011-12-07 12:00:00,29,4,33,12,7,12,2011,2,False,2011-12-07,light_rain,12.7,13.0,100.0,9.0,False
2011-12-07 13:00:00,28,5,33,13,7,12,2011,2,False,2011-12-07,light_rain,12.7,13.0,100.0,13.0,False
2011-12-07 14:00:00,24,1,25,14,7,12,2011,2,False,2011-12-07,light_rain,12.7,13.0,100.0,13.0,False
2011-12-07 15:00:00,25,5,30,15,7,12,2011,2,False,2011-12-07,light_rain,11.7,12.0,94.0,15.0,False
2011-12-07 16:00:00,28,3,31,16,7,12,2011,2,False,2011-12-07,light_rain,11.7,12.0,94.0,13.0,False
2011-12-07 17:00:00,48,4,52,17,7,12,2011,2,False,2011-12-07,light_rain,10.8,11.0,100.0,22.0,False
2011-12-07 18:00:00,48,3,51,18,7,12,2011,2,False,2011-12-07,light_rain,10.8,11.0,94.0,20.0,False
2011-12-07 19:00:00,31,2,33,19,7,12,2011,2,False,2011-12-07,light_rain,8.0,3.0,87.0,43.0,False
2011-12-07 20:00:00,25,1,26,20,7,12,2011,2,False,2011-12-07,light_rain,8.0,3.0,87.0,43.0,False
2011-12-07 21:00:00,6,0,6,21,7,12,2011,2,False,2011-12-07,light_rain,6.1,1.0,87.0,35.0,False
2011-12-07 22:00:00,13,0,13,22,7,12,2011,2,False,2011-12-07,light_rain,3.3,-3.0,93.0,30.0,False
2011-12-07 23:00:00,16,0,16,23,7,12,2011,2,False,2011-12-07,clear,3.3,-2.0,93.0,26.0,False
2011-12-08 00:00:00,21,0,21,0,8,12,2011,3,False,2011-12-08,clouds,4.2,-1.0,87.0,20.0,False
2011-12-08 01:00:00,6,1,7,1,8,12,2011,3,False,2011-12-08,clear,4.2,-1.0,81.0,24.0,False
2011-12-08 02:00:00,4,0,4,2,8,12,2011,3,False,2011-12-08,clear,5.2,2.0,65.0,15.0,False
2011-12-08 03:00:00,1,0,1,3,8,12,2011,3,False,2011-12-08,clear,4.2,-1.0,60.0,20.0,False
2011-12-08 04:00:00,2,0,2,4,8,12,2011,3,False,2011-12-08,clouds,3.3,-3.0,60.0,31.0,False
2011-12-08 05:00:00,12,0,12,5,8,12,2011,3,False,2011-12-08,clear,2.3,-2.0,64.0,15.0,False
2011-12-08 06:00:00,71,0,71,6,8,12,2011,3,False,2011-12-08,clear,2.3,-2.0,55.0,19.0,False
2011-12-08 07:00:00,233,11,244,7,8,12,2011,3,False,2011-12-08,clear,2.3,-2.0,60.0,15.0,False
2011-12-08 08:00:00,418,11,429,8,8,12,2011,3,False,2011-12-08,clear,2.3,-2.0,55.0,19.0,False
2011-12-08 09:00:00,218,7,225,9,8,12,2011,3,False,2011-12-08,clear,3.3,-2.0,52.0,26.0,False
2011-12-08 10:00:00,109,1,110,10,8,12,2011,3,False,2011-12-08,clear,4.2,-1.0,52.0,22.0,False
2011-12-08 11:00:00,100,6,106,11,8,12,2011,3,False,2011-12-08,clear,5.2,2.0,52.0,17.0,False
2011-12-08 12:00:00,148,8,156,12,8,12,2011,3,False,2011-12-08,clear,5.2,1.0,52.0,22.0,False
2011-12-08 13:00:00,115,9,124,13,8,12,2011,3,False,2011-12-08,clear,6.1,2.0,49.0,24.0,False
2011-12-08 14:00:00,121,16,137,14,8,12,2011,3,False,2011-12-08,clear,7.0,4.0,45.0,17.0,False
2011-12-08 15:00:00,98,19,117,15,8,12,2011,3,False,2011-12-08,clear,7.0,6.0,45.0,9.0,False
2011-12-08 16:00:00,201,7,208,16,8,12,2011,3,False,2011-12-08,clear,7.0,5.0,45.0,13.0,False
2011-12-08 17:00:00,321,10,331,17,8,12,2011,3,False,2011-12-08,clear,6.1,5.0,49.0,7.0,False
2011-12-08 18:00:00,306,12,318,18,8,12,2011,3,False,2011-12-08,clear,5.2,2.0,52.0,15.0,False
2011-12-08 19:00:00,220,12,232,19,8,12,2011,3,False,2011-12-08,clear,4.2,2.0,56.0,7.0,False
2011-12-08 20:00:00,170,5,175,20,8,12,2011,3,False,2011-12-08,clear,4.2,2.0,60.0,7.0,False
2011-12-08 21:00:00,135,4,139,21,8,12,2011,3,False,2011-12-08,clear,5.2,4.0,61.0,6.0,False
2011-12-08 22:00:00,84,8,92,22,8,12,2011,3,False,2011-12-08,clear,4.2,2.0,65.0,9.0,False
2011-12-08 23:00:00,58,3,61,23,8,12,2011,3,False,2011-12-08,clear,3.3,1.0,70.0,7.0,False
2011-12-09 00:00:00,26,8,34,0,9,12,2011,4,False,2011-12-09,clear,3.3,3.0,65.0,0.0,False
2011-12-09 01:00:00,12,2,14,1,9,12,2011,4,False,2011-12-09,clear,3.3,3.0,65.0,0.0,False
2011-12-09 02:00:00,10,2,12,2,9,12,2011,4,False,2011-12-09,clear,3.3,3.0,70.0,0.0,False
2011-12-09 03:00:00,5,1,6,3,9,12,2011,4,False,2011-12-09,clear,2.3,2.0,80.0,0.0,False
2011-12-09 04:00:00,1,1,2,4,9,12,2011,4,False,2011-12-09,clear,2.3,2.0,80.0,0.0,False
2011-12-09 05:00:00,20,0,20,5,9,12,2011,4,False,2011-12-09,clear,2.3,2.0,80.0,0.0,False
2011-12-09 06:00:00,62,1,63,6,9,12,2011,4,False,2011-12-09,clear,2.3,1.0,80.0,6.0,False
2011-12-09 07:00:00,195,4,199,7,9,12,2011,4,False,2011-12-09,clear,2.3,1.0,75.0,6.0,False
2011-12-09 08:00:00,378,7,385,8,9,12,2011,4,False,2011-12-09,clear,3.3,3.0,81.0,0.0,False
2011-12-09 09:00:00,256,8,264,9,9,12,2011,4,False,2011-12-09,clear,4.2,3.0,81.0,6.0,False
2011-12-09 10:00:00,115,11,126,10,9,12,2011,4,False,2011-12-09,clouds,6.1,4.0,70.0,11.0,False
2011-12-09 11:00:00,121,15,136,11,9,12,2011,4,False,2011-12-09,clear,7.0,4.0,70.0,17.0,False
2011-12-09 12:00:00,146,27,173,12,9,12,2011,4,False,2011-12-09,clear,8.9,6.0,57.0,20.0,False
2011-12-09 13:00:00,141,27,168,13,9,12,2011,4,False,2011-12-09,clear,9.9,10.0,50.0,13.0,False
2011-12-09 14:00:00,163,24,187,14,9,12,2011,4,False,2011-12-09,clear,9.9,10.0,46.0,19.0,False
2011-12-09 15:00:00,160,29,189,15,9,12,2011,4,False,2011-12-09,clear,9.9,10.0,46.0,19.0,False
2011-12-09 16:00:00,226,24,250,16,9,12,2011,4,False,2011-12-09,clear,8.9,7.0,62.0,9.0,False
2011-12-09 17:00:00,352,10,362,17,9,12,2011,4,False,2011-12-09,clear,8.0,7.0,66.0,7.0,False
2011-12-09 18:00:00,308,10,318,18,9,12,2011,4,False,2011-12-09,clear,8.0,8.0,61.0,0.0,False
2011-12-09 19:00:00,189,10,199,19,9,12,2011,4,False,2011-12-09,clear,8.0,8.0,61.0,0.0,False
2011-12-09 20:00:00,140,10,150,20,9,12,2011,4,False,2011-12-09,clear,6.1,6.0,81.0,0.0,False
2011-12-09 21:00:00,131,9,140,21,9,12,2011,4,False,2011-12-09,clear,6.1,6.0,75.0,0.0,False
2011-12-09 22:00:00,114,15,129,22,9,12,2011,4,False,2011-12-09,clear,5.2,5.0,87.0,0.0,False
2011-12-09 23:00:00,88,6,94,23,9,12,2011,4,False,2011-12-09,clear,5.2,5.0,81.0,0.0,False
2011-12-10 00:00:00,66,11,77,0,10,12,2011,5,True,2011-12-10,clouds,4.2,2.0,81.0,7.0,False
2011-12-10 01:00:00,55,11,66,1,10,12,2011,5,True,2011-12-10,clouds,4.2,1.0,70.0,11.0,False
2011-12-10 02:00:00,48,12,60,2,10,12,2011,5,True,2011-12-10,clouds,5.2,4.0,61.0,6.0,False
2011-12-10 03:00:00,20,5,25,3,10,12,2011,5,True,2011-12-10,clouds,5.2,4.0,61.0,6.0,False
2011-12-10 04:00:00,3,0,3,4,10,12,2011,5,True,2011-12-10,clouds,4.2,2.0,65.0,7.0,False
2011-12-10 05:00:00,6,0,6,5,10,12,2011,5,True,2011-12-10,clear,4.2,1.0,60.0,11.0,False
2011-12-10 06:00:00,10,1,11,6,10,12,2011,5,True,2011-12-10,clear,3.3,1.0,65.0,7.0,False
2011-12-10 07:00:00,11,0,11,7,10,12,2011,5,True,2011-12-10,clear,3.3,-1.0,65.0,13.0,False
2011-12-10 08:00:00,68,5,73,8,10,12,2011,5,True,2011-12-10,clear,4.2,2.0,65.0,9.0,False
2011-12-10 09:00:00,134,15,149,9,10,12,2011,5,True,2011-12-10,clear,5.2,1.0,61.0,19.0,False
2011-12-10 10:00:00,161,31,192,10,10,12,2011,5,True,2011-12-10,clear,7.0,4.0,57.0,17.0,False
2011-12-10 11:00:00,192,44,236,11,10,12,2011,5,True,2011-12-10,clear,7.0,3.0,53.0,28.0,False
2011-12-10 12:00:00,235,48,283,12,10,12,2011,5,True,2011-12-10,clear,7.0,3.0,45.0,28.0,False
2011-12-10 13:00:00,239,47,286,13,10,12,2011,5,True,2011-12-10,clear,8.0,4.0,34.0,28.0,False
2011-12-10 14:00:00,242,51,293,14,10,12,2011,5,True,2011-12-10,clear,8.0,4.0,31.0,22.0,False
2011-12-10 15:00:00,239,60,299,15,10,12,2011,5,True,2011-12-10,clear,8.0,4.0,34.0,24.0,False
2011-12-10 16:00:00,183,58,241,16,10,12,2011,5,True,2011-12-10,clear,7.0,3.0,31.0,26.0,False
2011-12-10 17:00:00,151,34,185,17,10,12,2011,5,True,2011-12-10,clear,5.2,1.0,36.0,22.0,False
2011-12-10 18:00:00,144,28,172,18,10,12,2011,5,True,2011-12-10,clear,4.2,1.0,38.0,15.0,False
2011-12-10 19:00:00,139,15,154,19,10,12,2011,5,True,2011-12-10,clear,4.2,-0.0,38.0,19.0,False
2011-12-10 20:00:00,114,10,124,20,10,12,2011,5,True,2011-12-10,clear,3.3,-1.0,35.0,15.0,False
2011-12-10 21:00:00,79,4,83,21,10,12,2011,5,True,2011-12-10,clear,2.3,-2.0,44.0,15.0,False
2011-12-10 22:00:00,88,7,95,22,10,12,2011,5,True,2011-12-10,clear,2.3,-1.0,41.0,9.0,False
2011-12-10 23:00:00,61,5,66,23,10,12,2011,5,True,2011-12-10,clear,1.4,-2.0,47.0,11.0,False
2011-12-11 00:00:00,69,5,74,0,11,12,2011,6,True,2011-12-11,clear,1.4,-3.0,51.0,15.0,False
2011-12-11 01:00:00,54,8,62,1,11,12,2011,6,True,2011-12-11,clear,-0.5,-6.0,59.0,15.0,False
2011-12-11 02:00:00,47,5,52,2,11,12,2011,6,True,2011-12-11,clear,0.5,-5.0,55.0,17.0,False
2011-12-11 03:00:00,17,2,19,3,11,12,2011,6,True,2011-12-11,clear,-0.5,-4.0,59.0,9.0,False
2011-12-11 04:00:00,5,0,5,4,11,12,2011,6,True,2011-12-11,clear,-0.5,-5.0,59.0,11.0,False
2011-12-11 05:00:00,6,0,6,5,11,12,2011,6,True,2011-12-11,clear,0.5,-2.0,59.0,7.0,False
2011-12-11 06:00:00,10,0,10,6,11,12,2011,6,True,2011-12-11,clear,-0.5,-1.0,59.0,0.0,False
2011-12-11 07:00:00,30,1,31,7,11,12,2011,6,True,2011-12-11,clear,0.5,-0.0,55.0,0.0,False
2011-12-11 08:00:00,68,4,72,8,11,12,2011,6,True,2011-12-11,clear,-0.5,-1.0,69.0,0.0,False
2011-12-11 09:00:00,88,19,107,9,11,12,2011,6,True,2011-12-11,clear,1.4,1.0,59.0,0.0,False
2011-12-11 10:00:00,164,30,194,10,11,12,2011,6,True,2011-12-11,clear,3.3,3.0,44.0,0.0,False
2011-12-11 11:00:00,166,31,197,11,11,12,2011,6,True,2011-12-11,clear,4.2,4.0,35.0,0.0,False
2011-12-11 12:00:00,246,42,288,12,11,12,2011,6,True,2011-12-11,clear,4.2,4.0,35.0,0.0,False
2011-12-11 13:00:00,224,44,268,13,11,12,2011,6,True,2011-12-11,clear,6.1,6.0,31.0,0.0,False
2011-12-11 14:00:00,198,44,242,14,11,12,2011,6,True,2011-12-11,clear,6.1,6.0,28.0,0.0,False
2011-12-11 15:00:00,219,47,266,15,11,12,2011,6,True,2011-12-11,clear,6.1,6.0,26.0,0.0,False
2011-12-11 16:00:00,174,32,206,16,11,12,2011,6,True,2011-12-11,clear,6.1,6.0,26.0,0.0,False
2011-12-11 17:00:00,150,13,163,17,11,12,2011,6,True,2011-12-11,clear,5.2,5.0,30.0,0.0,False
2011-12-11 18:00:00,151,12,163,18,11,12,2011,6,True,2011-12-11,clear,3.3,-1.0,48.0,13.0,False
2011-12-11 19:00:00,98,7,105,19,11,12,2011,6,True,2011-12-11,clear,2.3,-1.0,55.0,13.0,False
2011-12-11 20:00:00,62,10,72,20,11,12,2011,6,True,2011-12-11,clear,2.3,-0.0,55.0,7.0,False
2011-12-11 21:00:00,53,10,63,21,11,12,2011,6,True,2011-12-11,clear,2.3,2.0,55.0,0.0,False
2011-12-11 22:00:00,36,7,43,22,11,12,2011,6,True,2011-12-11,clear,2.3,2.0,55.0,0.0,False
2011-12-11 23:00:00,31,4,35,23,11,12,2011,6,True,2011-12-11,clear,1.4,1.0,69.0,0.0,False
2011-12-12 00:00:00,16,4,20,0,12,12,2011,0,False,2011-12-12,clear,1.4,-1.0,69.0,6.0,False
2011-12-12 01:00:00,9,0,9,1,12,12,2011,0,False,2011-12-12,clear,1.4,1.0,69.0,0.0,False
2011-12-12 02:00:00,4,0,4,2,12,12,2011,0,False,2011-12-12,clear,1.4,1.0,69.0,0.0,False
2011-12-12 03:00:00,2,0,2,3,12,12,2011,0,False,2011-12-12,clear,0.5,-0.0,74.0,0.0,False
2011-12-12 04:00:00,3,0,3,4,12,12,2011,0,False,2011-12-12,clear,0.5,-0.0,74.0,0.0,False
2011-12-12 05:00:00,21,0,21,5,12,12,2011,0,False,2011-12-12,clear,-0.5,-1.0,80.0,0.0,False
2011-12-12 06:00:00,63,1,64,6,12,12,2011,0,False,2011-12-12,clear,-0.5,-4.0,80.0,7.0,False
2011-12-12 07:00:00,231,4,235,7,12,12,2011,0,False,2011-12-12,clear,-1.4,-6.0,86.0,9.0,False
2011-12-12 08:00:00,378,7,385,8,12,12,2011,0,False,2011-12-12,clouds,-0.5,-4.0,80.0,7.0,False
2011-12-12 09:00:00,208,12,220,9,12,12,2011,0,False,2011-12-12,clouds,0.5,-2.0,74.0,6.0,False
2011-12-12 10:00:00,91,14,105,10,12,12,2011,0,False,2011-12-12,clouds,2.3,-0.0,69.0,7.0,False
2011-12-12 11:00:00,100,15,115,11,12,12,2011,0,False,2011-12-12,clouds,4.2,3.0,60.0,6.0,False
2011-12-12 12:00:00,138,7,145,12,12,12,2011,0,False,2011-12-12,clear,5.2,3.0,52.0,7.0,False
2011-12-12 13:00:00,153,13,166,13,12,12,2011,0,False,2011-12-12,clouds,6.1,5.0,52.0,7.0,False
2011-12-12 14:00:00,95,16,111,14,12,12,2011,0,False,2011-12-12,clouds,7.0,6.0,53.0,9.0,False
2011-12-12 15:00:00,124,8,132,15,12,12,2011,0,False,2011-12-12,clouds,7.0,6.0,57.0,7.0,False
2011-12-12 16:00:00,209,5,214,16,12,12,2011,0,False,2011-12-12,clouds,7.0,6.0,57.0,6.0,False
2011-12-12 17:00:00,352,7,359,17,12,12,2011,0,False,2011-12-12,clouds,6.1,6.0,56.0,0.0,False
2011-12-12 18:00:00,349,8,357,18,12,12,2011,0,False,2011-12-12,clear,6.1,5.0,56.0,6.0,False
2011-12-12 19:00:00,232,9,241,19,12,12,2011,0,False,2011-12-12,clear,5.2,4.0,61.0,6.0,False
2011-12-12 20:00:00,157,8,165,20,12,12,2011,0,False,2011-12-12,clear,6.1,5.0,56.0,6.0,False
2011-12-12 21:00:00,119,2,121,21,12,12,2011,0,False,2011-12-12,clear,4.2,4.0,81.0,0.0,False
2011-12-12 22:00:00,71,0,71,22,12,12,2011,0,False,2011-12-12,clear,4.2,4.0,70.0,0.0,False
2011-12-12 23:00:00,42,3,45,23,12,12,2011,0,False,2011-12-12,clear,3.3,3.0,75.0,0.0,False
2011-12-13 00:00:00,16,1,17,0,13,12,2011,1,False,2011-12-13,clear,2.3,2.0,80.0,0.0,False
2011-12-13 01:00:00,4,0,4,1,13,12,2011,1,False,2011-12-13,clear,1.4,1.0,80.0,0.0,False
2011-12-13 02:00:00,1,1,2,2,13,12,2011,1,False,2011-12-13,clear,1.4,1.0,80.0,0.0,False
2011-12-13 03:00:00,3,0,3,3,13,12,2011,1,False,2011-12-13,clear,0.5,-0.0,80.0,0.0,False
2011-12-13 04:00:00,4,0,4,4,13,12,2011,1,False,2011-12-13,clear,1.4,1.0,80.0,0.0,False
2011-12-13 05:00:00,20,0,20,5,13,12,2011,1,False,2011-12-13,clear,0.5,-0.0,86.0,0.0,False
2011-12-13 06:00:00,92,0,92,6,13,12,2011,1,False,2011-12-13,clear,1.4,1.0,80.0,0.0,False
2011-12-13 07:00:00,221,2,223,7,13,12,2011,1,False,2011-12-13,clear,-0.5,-5.0,80.0,11.0,False
2011-12-13 08:00:00,391,9,400,8,13,12,2011,1,False,2011-12-13,clear,1.4,-1.0,69.0,7.0,False
2011-12-13 09:00:00,223,10,233,9,13,12,2011,1,False,2011-12-13,clear,4.2,1.0,60.0,11.0,False
2011-12-13 10:00:00,99,3,102,10,13,12,2011,1,False,2011-12-13,clear,6.1,4.0,52.0,11.0,False
2011-12-13 11:00:00,115,9,124,11,13,12,2011,1,False,2011-12-13,clear,8.0,5.0,46.0,17.0,False
2011-12-13 12:00:00,147,20,167,12,13,12,2011,1,False,2011-12-13,clear,8.9,6.0,43.0,24.0,False
2011-12-13 13:00:00,120,7,127,13,13,12,2011,1,False,2011-12-13,clear,10.8,11.0,37.0,22.0,False
2011-12-13 14:00:00,116,18,134,14,13,12,2011,1,False,2011-12-13,clear,10.8,11.0,37.0,17.0,False
2011-12-13 15:00:00,144,7,151,15,13,12,2011,1,False,2011-12-13,clear,10.8,11.0,35.0,17.0,False
2011-12-13 16:00:00,194,13,207,16,13,12,2011,1,False,2011-12-13,clear,9.9,10.0,37.0,17.0,False
2011-12-13 17:00:00,381,17,398,17,13,12,2011,1,False,2011-12-13,clear,8.9,7.0,40.0,13.0,False
2011-12-13 18:00:00,370,12,382,18,13,12,2011,1,False,2011-12-13,clear,8.0,5.0,42.0,15.0,False
2011-12-13 19:00:00,262,5,267,19,13,12,2011,1,False,2011-12-13,clear,7.0,5.0,49.0,11.0,False
2011-12-13 20:00:00,154,7,161,20,13,12,2011,1,False,2011-12-13,clear,7.0,5.0,49.0,11.0,False
2011-12-13 21:00:00,134,5,139,21,13,12,2011,1,False,2011-12-13,clear,6.1,4.0,52.0,11.0,False
2011-12-13 22:00:00,102,5,107,22,13,12,2011,1,False,2011-12-13,clear,6.1,4.0,52.0,11.0,False
2011-12-13 23:00:00,55,4,59,23,13,12,2011,1,False,2011-12-13,clear,4.2,4.0,70.0,0.0,False
2011-12-14 00:00:00,22,0,22,0,14,12,2011,2,False,2011-12-14,clear,4.2,4.0,75.0,0.0,False
2011-12-14 01:00:00,8,0,8,1,14,12,2011,2,False,2011-12-14,clear,4.2,4.0,75.0,0.0,False
2011-12-14 02:00:00,2,0,2,2,14,12,2011,2,False,2011-12-14,clear,4.2,4.0,75.0,0.0,False
2011-12-14 03:00:00,3,0,3,3,14,12,2011,2,False,2011-12-14,clear,5.2,5.0,65.0,0.0,False
2011-12-14 04:00:00,4,0,4,4,14,12,2011,2,False,2011-12-14,clear,4.2,4.0,75.0,0.0,False
2011-12-14 05:00:00,26,0,26,5,14,12,2011,2,False,2011-12-14,clouds,4.2,4.0,81.0,0.0,False
2011-12-14 06:00:00,87,0,87,6,14,12,2011,2,False,2011-12-14,clouds,4.2,4.0,87.0,0.0,False
2011-12-14 07:00:00,243,4,247,7,14,12,2011,2,False,2011-12-14,clear,5.2,5.0,75.0,0.0,False
2011-12-14 08:00:00,458,9,467,8,14,12,2011,2,False,2011-12-14,clouds,4.2,4.0,87.0,0.0,False
2011-12-14 09:00:00,230,9,239,9,14,12,2011,2,False,2011-12-14,clouds,6.1,6.0,61.0,0.0,False
2011-12-14 10:00:00,133,9,142,10,14,12,2011,2,False,2011-12-14,clouds,7.0,7.0,57.0,0.0,False
2011-12-14 11:00:00,103,12,115,11,14,12,2011,2,False,2011-12-14,clouds,8.0,8.0,55.0,0.0,False
